ID,INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
1194775,Bank form (without employer stamp),Repair,0.0,0.58,female,1,0,Higher/Second Higher/Academic Degree,specialist,< 50,0.0,106.0,48.0,Trade,LLC,married,4.0,2.0,2.0,2.0,1.0,0.240625,0.0,0.0,0.0,0.0,0.1764705882,3.0,14.0,243.0,17.0,1.0,2.0,13.0,108.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1194795,Receipt of salary into account,Other,1.0,0.59,female,0,0,higher,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194815,Free form with employer stamp,Repair,1.0,0.48,female,1,0,second higher education,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194835,2NDFL,Real estate purchase/construction,1.0,0.2,male,0,0,higher,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194855,2NDFL,Buying a car,1.0,0.42,female,1,0,incomplete higher education,specialist,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194875,2NDFL,Repair,0.0,0.31,male,0,0,higher,specialist,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194895,2NDFL,Buying a car,1.0,0.24,female,0,0,higher,specialist,>250,3.0,18.0,51.0,Civil service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194915,Bank form (without employer stamp),Repair,1.0,0.59,male,0,0,Higher/Second Higher/Academic Degree,specialist,< 50,0.0,166.0,53.0,Trade,CJSC,married,1.0,1.0,1.0,1.0,1.0,0.3545454545,1.0,0.0,0.0,0.0,0.25,3.0,9.0,71.0,12.0,0.0,1.0,6.0,107.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1194935,2NDFL,Repair,1.0,0.49,female,1,0,specialized secondary,support staff,>250,3.0,29.0,30.0,Trade,LLC,married,5.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,3.0,20.0,4.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194955,Bank form (without employer stamp),Repair,0.0,0.31,female,0,0,higher,specialist,>250,0.0,29.0,51.0,Trade,LLC,married,1.0,0.0,0.0,0.0,0.0,0.0062111801,1.0,1.0,0.0,0.0,0.2222222222,4.0,14.0,160.0,18.0,1.0,1.0,4.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1194975,Receipt of salary into account,Repair,1.0,0.48,male,0,0,average,support staff,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194995,Receipt of salary into account,Buying a car,0.0,0.09,male,0,0,higher,middle manager,>250,0.0,9.0,34.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195015,2NDFL,Repair,1.0,0.45,male,4,0,higher,support staff,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195035,Receipt of salary into account,Real estate purchase/construction,1.0,0.3,male,1,0,higher,worker,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195055,Receipt of salary into account,Repair,1.0,0.35,male,0,0,higher,Sales Manager,>250,0.0,12.0,28.0,Trade,LLC,married,1.0,0.0,0.0,0.0,0.0,0.2209302326,0.0,2.0,2.0,0.0,0.5,3.0,3.0,67.0,6.0,2.0,0.0,2.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195075,Free form with employer stamp,Repair,1.0,0.29,male,0,0,higher,senior manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195095,Bank form (without employer stamp),Real estate purchase/construction,1.0,0.47,male,1,0,higher,specialist,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195115,Free form with employer stamp,Real estate purchase/construction,0.0,0.47,male,0,0,higher,middle manager,>250,3.0,12.0,27.0,Other,CJSC,married,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,52.0,3.0,1.0,0.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195135,2NDFL,Buying furniture,1.0,0.59,male,3,0,higher,middle manager,>250,3.0,7.0,42.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195155,2NDFL,Buying a car,1.0,0.23,female,0,0,higher,specialist,>250,3.0,13.0,27.0,Tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195175,Bank form (without employer stamp),Repair,1.0,0.39,male,0,0,specialized secondary,support staff,< 50,0.0,45.0,50.0,Other,LLC,"single, not married",1.0,0.0,0.0,0.0,0.0,0.0161290323,0.0,0.0,0.0,0.0,0.5,2.0,2.0,61.0,4.0,1.0,1.0,15.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195195,2NDFL,Repair,1.0,0.59,male,0,0,Higher/Second Higher/Academic Degree,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195215,Free form with employer stamp,Repair,0.0,0.56,female,0,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,179.0,52.0,Trade,LLC,married,2.0,1.0,1.0,1.0,1.0,0.025974026,0.0,0.0,0.0,0.0,0.5,2.0,2.0,75.0,4.0,0.0,0.0,36.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195235,Receipt of salary into account,Repair,1.0,0.41,female,0,0,Higher/Second Higher/Academic Degree,Sales Representative,< 50,0.0,6.0,39.0,Trade,LLC,civil marriage,4.0,4.0,3.0,2.0,1.0,0.0459770115,1.0,0.0,0.0,0.0,0.4,2.0,3.0,83.0,5.0,1.0,0.0,12.0,93.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1195255,Free form with employer stamp,Repair,1.0,0.49,male,1,0,higher,support staff,< 50,3.0,8.0,30.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195275,2NDFL,Repair,1.0,0.24,female,0,0,specialized secondary,specialist,< 50,0.0,46.0,54.0,Trade,Individual entrepreneur,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,2.0,0.0,1.0,29.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195295,Bank form (without employer stamp),Repair,1.0,0.43,male,0,0,specialized secondary,specialist,>250,0.0,327.0,48.0,Other,State enterprise,married,2.0,1.0,1.0,1.0,1.0,0.1168831169,1.0,1.0,0.0,0.0,0.5,3.0,3.0,136.0,6.0,2.0,2.0,3.0,81.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1195315,Bank form (without employer stamp),Repair,1.0,0.51,male,0,0,higher,senior manager,>250,0.0,46.0,34.0,Information Technology,OJSC,divorced / divorced,2.0,2.0,1.0,1.0,1.0,0.0529411765,1.0,0.0,0.0,0.0,0.375,3.0,5.0,161.0,8.0,3.0,0.0,14.0,101.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1195335,Bank form (without employer stamp),Repair,0.0,0.27,female,0,0,Higher/Second Higher/Academic Degree,middle manager,>250,0.0,64.0,29.0,Trade,CJSC,married,1.0,1.0,1.0,1.0,1.0,0.1283783784,0.0,0.0,0.0,0.0,0.25,2.0,6.0,129.0,8.0,1.0,1.0,39.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195355,Bank form (without employer stamp),Repair,0.0,0.47,male,0,0,Higher/Second Higher/Academic Degree,support staff,< 50,0.0,170.0,54.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195375,2NDFL,Repair,0.0,0.13,female,0,1,Higher/Second Higher/Academic Degree,specialist,>250,0.0,34.0,37.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195395,Bank form (without employer stamp),Repair,1.0,0.44,male,2,0,higher,specialist,>250,0.0,117.0,32.0,Civil service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195415,Bank form (without employer stamp),Purchasing household appliances,1.0,0.5,male,0,0,Higher/Second Higher/Academic Degree,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195435,Free form with employer stamp,Repair,0.0,0.42,female,0,0,higher,support staff,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195455,Free form with employer stamp,Repair,1.0,0.49,male,0,0,Higher/Second Higher/Academic Degree,middle manager,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195475,2NDFL,Repair,1.0,0.3,female,0,0,higher,specialist,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195495,Free form with employer stamp,Repair,1.0,0.56,female,0,0,Higher/Second Higher/Academic Degree,specialist,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195515,2NDFL,Repair,0.0,0.4,male,0,0,higher,support staff,>250,0.0,43.0,40.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195535,2NDFL,Buying a car,0.0,0.55,female,0,0,higher,specialist,< 50,0.0,42.0,30.0,Trade,LLC,civil marriage,1.0,1.0,0.0,0.0,0.0,0.1491712707,0.0,1.0,1.0,1.0,0.4444444444,4.0,5.0,154.0,9.0,1.0,0.0,1.0,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1195555,2NDFL,Repair,1.0,0.43,female,1,0,second higher education,middle manager,>250,3.0,38.0,43.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195575,2NDFL,Buying land,1.0,0.49,male,0,0,higher,support staff,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195595,Bank form (without employer stamp),Repair,1.0,0.35,male,2,0,higher,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195615,Bank form (without employer stamp),Repair,1.0,0.57,female,0,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,94.0,50.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195635,Bank form (without employer stamp),Repair,1.0,0.09,male,0,0,Higher/Second Higher/Academic Degree,middle manager,< 50,0.0,6.0,24.0,Information Technology,LLC,"single, not married",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,1.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195655,Free form with employer stamp,Repair,1.0,0.2,male,0,0,higher,senior manager,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195675,2NDFL,Real estate purchase/construction,1.0,0.54,male,2,0,specialized secondary,middle manager,>250,1.0,57.0,40.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195695,2NDFL,Repair,1.0,0.32,female,0,0,higher,middle manager,>250,0.0,76.0,42.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195715,2NDFL,Repair,0.0,0.58,female,0,0,higher,specialist,>250,0.0,230.0,36.0,Information Technology,OJSC,married,4.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,28.0,4.0,2.0,0.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195735,Free form with employer stamp,Real estate purchase/construction,1.0,0.49,female,0,0,higher,specialist,>250,0.0,38.0,33.0,Trade,LLC,married,1.0,1.0,0.0,0.0,0.0,0.1050724638,0.0,0.0,0.0,0.0,0.4545454545,5.0,6.0,247.0,11.0,2.0,3.0,13.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1195755,2NDFL,Repair,0.0,0.57,female,0,0,higher,support staff,>250,0.0,74.0,41.0,Other,LLC,"single, not married",1.0,0.0,0.0,0.0,0.0,0.1265060241,0.0,1.0,0.0,0.0,0.5,4.0,4.0,145.0,8.0,2.0,0.0,4.0,99.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1195775,Bank form (without employer stamp),Real estate purchase/construction,1.0,0.51,male,0,0,Higher/Second Higher/Academic Degree,senior manager,< 50,0.0,69.0,32.0,Information Technology,Individual entrepreneur,married,10.0,8.0,7.0,6.0,2.0,0.0,1.0,2.0,2.0,2.0,0.8888888889,8.0,1.0,239.0,9.0,5.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195795,Bank form (without employer stamp),Repair,0.0,0.26,male,2,0,higher,specialist,< 50,0.0,9.0,26.0,Trade,Individual entrepreneur,married,2.0,0.0,0.0,0.0,0.0,0.0697674419,0.0,0.0,0.0,0.0,0.4285714286,3.0,4.0,120.0,7.0,2.0,1.0,12.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195815,2NDFL,Repair,1.0,0.55,male,2,0,higher,support staff,>250,0.0,53.0,41.0,Trade,LLC,married,2.0,1.0,1.0,0.0,0.0,0.0583657588,0.0,0.0,0.0,0.0,0.3076923077,4.0,9.0,242.0,13.0,0.0,0.0,15.0,99.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1195835,Free form with employer stamp,Repair,0.0,0.2,male,0,0,Higher/Second Higher/Academic Degree,specialist,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195855,Receipt of salary into account,Repair,1.0,0.19,female,1,0,higher,middle manager,>250,0.0,33.0,32.0,Information Technology,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333,1.0,2.0,45.0,3.0,0.0,0.0,5.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195875,Free form with employer stamp,Repair,1.0,0.48,male,1,0,higher,worker,>250,0.0,233.0,56.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195895,2NDFL,Repair,0.0,0.45,male,0,0,higher,Sales Manager,>250,0.0,55.0,25.0,Trade,LLC,civil marriage,0.0,0.0,0.0,0.0,0.0,0.0172413793,0.0,1.0,0.0,0.0,0.3333333333,4.0,8.0,57.0,12.0,3.0,0.0,3.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195915,2NDFL,Repair,1.0,0.59,female,0,0,higher,middle manager,>250,0.0,135.0,46.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195935,Free form with employer stamp,Repair,1.0,0.51,female,0,0,specialized secondary,specialist,>250,0.0,109.0,48.0,Trade,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0298507463,0.0,0.0,0.0,0.0,0.5,2.0,2.0,65.0,4.0,1.0,0.0,15.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195955,2NDFL,Repair,1.0,0.16,male,0,0,higher,senior manager,>250,0.0,17.0,27.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195975,Bank form (without employer stamp),Repair,1.0,0.59,female,1,0,higher,middle manager,>250,0.0,214.0,35.0,Trade,LLC,divorced / divorced,1.0,1.0,0.0,0.0,0.0,0.0324675325,1.0,1.0,1.0,0.0,0.4545454545,5.0,6.0,149.0,11.0,2.0,1.0,2.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195995,2NDFL,Buying a car,1.0,0.46,male,1,0,higher,support staff,>250,1.0,90.0,34.0,Other,OJSC,married,1.0,1.0,1.0,1.0,1.0,0.0773809524,0.0,1.0,0.0,0.0,0.3333333333,3.0,6.0,155.0,9.0,1.0,0.0,4.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1196015,Bank form (without employer stamp),Repair,1.0,0.37,female,0,0,higher,specialist,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196035,2NDFL,Buying a car,1.0,0.41,male,1,0,specialized secondary,support staff,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196055,Receipt of salary into account,Buying a car,0.0,0.36,female,0,0,higher,specialist,>250,0.0,58.0,25.0,Information Technology,LLC,married,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1196075,Receipt of salary into account,Real estate purchase/construction,1.0,0.34,male,2,0,Higher/Second Higher/Academic Degree,middle manager,>250,0.0,77.0,31.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196095,2NDFL,Other,0.0,0.28,female,1,0,specialized secondary,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196115,Receipt of salary into account,Real estate purchase/construction,0.0,0.59,male,1,0,Higher/Second Higher/Academic Degree,middle manager,>250,0.0,18.0,32.0,Information Technology,CJSC,married,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,5.0,0.0,0.0,61.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1196135,Bank form (without employer stamp),Repair,0.0,0.53,male,0,0,higher,specialist,>250,0.0,47.0,30.0,Trade,LLC,"single, not married",1.0,1.0,1.0,1.0,1.0,0.0079365079,0.0,0.0,0.0,0.0,0.75,3.0,1.0,125.0,4.0,0.0,0.0,15.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1196155,Free form with employer stamp,Repair,1.0,0.37,male,0,0,Higher/Second Higher/Academic Degree,senior manager,< 50,0.0,44.0,34.0,Trade,CJSC,married,2.0,2.0,1.0,1.0,0.0,0.0873786408,1.0,0.0,0.0,0.0,0.4,2.0,3.0,188.0,5.0,1.0,0.0,25.0,77.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1196175,Bank form (without employer stamp),Repair,1.0,0.56,female,0,0,Higher/Second Higher/Academic Degree,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196195,Free form with employer stamp,Buying a car,1.0,0.27,male,0,0,higher,senior manager,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196215,Bank form (without employer stamp),Treatment,1.0,0.44,female,0,0,specialized secondary,worker,>250,0.0,93.0,52.0,Other,LLC,"single, not married",6.0,6.0,6.0,5.0,0.0,0.1672597865,0.0,2.0,0.0,0.0,0.2307692308,4.0,9.0,234.0,13.0,2.0,3.0,3.0,96.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1196235,Bank form (without employer stamp),Repair,1.0,0.53,male,0,0,higher,specialist,>250,0.0,96.0,33.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196255,Bank form (without employer stamp),Repair,1.0,0.48,male,0,0,higher,middle manager,>250,0.0,89.0,51.0,Other,LLC,"single, not married",5.0,4.0,2.0,2.0,2.0,0.1351351351,1.0,0.0,0.0,0.0,0.6,3.0,2.0,64.0,5.0,0.0,1.0,7.0,72.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1196275,Free form with employer stamp,Repair,1.0,0.59,male,0,0,Higher/Second Higher/Academic Degree,support staff,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196295,2NDFL,Repair,1.0,0.57,male,0,0,higher,specialist,>250,0.0,7.0,36.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196315,2NDFL,Repair,1.0,0.58,male,0,0,academic degree,middle manager,>250,0.0,73.0,33.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196335,Bank form (without employer stamp),Repair,1.0,0.45,male,0,0,higher,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196355,Receipt of salary into account,Buying a car,1.0,0.51,male,0,0,specialized secondary,worker,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196375,Bank form (without employer stamp),Repair,1.0,0.48,female,0,0,higher,middle manager,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196395,Receipt of salary into account,Repair,1.0,0.17,male,1,0,higher,middle manager,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196415,2NDFL,Repair,1.0,0.49,female,2,0,higher,support staff,>250,0.0,17.0,40.0,Other,CJSC,married,1.0,1.0,1.0,1.0,0.0,0.1025641026,0.0,2.0,0.0,0.0,0.3333333333,2.0,4.0,35.0,6.0,1.0,0.0,3.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1196435,Receipt of salary into account,Repair,1.0,0.39,male,0,0,Higher/Second Higher/Academic Degree,worker,>250,0.0,260.0,49.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196455,Bank form (without employer stamp),Repair,1.0,0.31,male,0,0,specialized secondary,specialist,>250,0.0,21.0,26.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196475,Bank form (without employer stamp),Repair,0.0,0.35,female,0,0,Higher/Second Higher/Academic Degree,support staff,>250,0.0,291.0,53.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196495,Bank form (without employer stamp),Repair,1.0,0.21,male,2,0,specialized secondary,worker,>250,0.0,16.0,51.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196515,2NDFL,Repair,0.0,0.46,male,0,0,higher,support staff,>250,1.0,20.0,41.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196535,Bank form (without employer stamp),Repair,1.0,0.59,female,0,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,51.0,39.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196555,2NDFL,Treatment,1.0,0.3,female,0,0,specialized secondary,support staff,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196575,Receipt of salary into account,Repair,0.0,0.52,male,0,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,13.0,57.0,Trade,LLC,married,1.0,1.0,1.0,1.0,1.0,0.0212765957,0.0,0.0,0.0,0.0,0.25,1.0,3.0,46.0,4.0,0.0,0.0,37.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1196595,Receipt of salary into account,Treatment,0.0,0.25,female,0,0,higher,specialist,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196615,Receipt of salary into account,Repair,0.0,0.28,female,0,0,higher,specialist,>250,0.0,54.0,28.0,Information Technology,LLC,"single, not married",2.0,0.0,0.0,0.0,0.0,0.1653543307,0.0,0.0,0.0,0.0,0.125,1.0,7.0,106.0,8.0,0.0,0.0,23.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1196635,2NDFL,Repair,0.0,0.43,female,0,2,higher,specialist,>250,0.0,74.0,44.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196655,Free form with employer stamp,Real estate purchase/construction,1.0,0.59,female,0,0,Higher/Second Higher/Academic Degree,specialist,< 50,0.0,12.0,39.0,Trade,Individual entrepreneur,"single, not married",6.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,2.0,2.0,58.0,4.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196675,2NDFL,Real estate purchase/construction,1.0,0.49,female,1,0,specialized secondary,support staff,>250,0.0,80.0,32.0,Trade,LLC,married,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3,3.0,7.0,80.0,10.0,2.0,0.0,3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196695,2NDFL,Repair,1.0,0.43,male,0,0,higher,senior manager,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196715,Free form with employer stamp,Repair,0.0,0.44,male,0,0,Higher/Second Higher/Academic Degree,senior manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196735,Bank form (without employer stamp),Repair,0.0,0.41,male,0,0,Higher/Second Higher/Academic Degree,specialist,< 50,0.0,8.0,26.0,Legal services,Individual entrepreneur,"single, not married",1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.4375,7.0,9.0,136.0,16.0,3.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196755,Free form with employer stamp,Repair,1.0,0.58,male,2,0,average,specialist,>250,1.0,13.0,39.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196775,Bank form (without employer stamp),Repair,0.0,0.34,male,1,0,higher,middle manager,>250,0.0,119.0,45.0,Civil service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196795,Free form with employer stamp,Buying furniture,0.0,0.37,female,0,0,higher,specialist,>250,0.0,15.0,44.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196815,2NDFL,Repair,0.0,0.49,female,0,0,higher,support staff,>250,0.0,7.0,41.0,Trade,LLC,"single, not married",1.0,0.0,0.0,0.0,0.0,0.1518987342,0.0,2.0,1.0,0.0,0.4285714286,3.0,4.0,67.0,7.0,3.0,0.0,2.0,85.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1196835,Free form with employer stamp,Repair,0.0,0.39,female,0,0,higher,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196855,Receipt of salary into account,Repair,1.0,0.39,female,0,0,higher,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196875,2NDFL,Repair,1.0,0.49,female,2,0,average,support staff,>250,0.0,43.0,39.0,Other,CJSC,married,1.0,1.0,1.0,0.0,0.0,0.0826446281,0.0,0.0,0.0,0.0,0.625,5.0,3.0,111.0,8.0,3.0,0.0,17.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1196895,2NDFL,Buying a car,1.0,0.3,male,1,0,higher,specialist,>250,0.0,37.0,27.0,Other,LLC,married,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1196915,Bank form (without employer stamp),Repair,1.0,0.56,female,1,0,Higher/Second Higher/Academic Degree,specialist,< 50,0.0,94.0,28.0,Trade,Individual entrepreneur,married,0.0,0.0,0.0,0.0,0.0,0.0592105263,1.0,2.0,2.0,1.0,0.3846153846,5.0,8.0,143.0,13.0,4.0,0.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1196935,Free form with employer stamp,Buying a car,1.0,0.37,male,0,0,higher,support staff,>250,0.0,22.0,28.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196955,Bank form (without employer stamp),Repair,0.0,0.33,female,0,0,higher,specialist,< 50,0.0,9.0,23.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196975,2NDFL,Real estate purchase/construction,1.0,0.49,male,0,0,higher,worker,>250,0.0,24.0,25.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196995,Bank form (without employer stamp),Buying land,1.0,0.3,female,1,0,specialized secondary,specialist,< 50,0.0,35.0,30.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197015,Receipt of salary into account,Real estate purchase/construction,1.0,0.27,male,0,0,higher,middle manager,>250,0.0,39.0,25.0,Trade,LLC,"single, not married",3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
1197035,2NDFL,Repair,1.0,0.41,male,2,0,specialized secondary,support staff,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197055,Receipt of salary into account,Buying a car,0.0,0.22,male,0,0,higher,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
